query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
PPGIJJGB_00337,1448139.AI20_21070,3.35e-214,590.0,"COG2207@1|root,COG3449@1|root,COG2207@2|Bacteria,COG3449@2|Bacteria,1RCHI@1224|Proteobacteria,1S2W5@1236|Gammaproteobacteria,1Y653@135624|Aeromonadales",2|Bacteria,K,"Bacterial transcription activator, effector binding domain",sbmC,"GO:0003674,GO:0004857,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006275,GO:0006950,GO:0006974,GO:0008150,GO:0008156,GO:0008657,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010556,GO:0010558,GO:0010605,GO:0010911,GO:0019219,GO:0019222,GO:0019899,GO:0030234,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032780,GO:0033554,GO:0042030,GO:0043086,GO:0043462,GO:0044092,GO:0044424,GO:0044464,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051052,GO:0051053,GO:0051171,GO:0051172,GO:0051336,GO:0051346,GO:0051716,GO:0060255,GO:0060589,GO:0060590,GO:0065007,GO:0065009,GO:0072586,GO:0080090,GO:0090329,GO:0098772,GO:2000104,GO:2000112,GO:2000113,GO:2000371,GO:2000372",-,"ko:K05804,ko:K07470,ko:K13652",-,"M00647,M00767",-,-,"ko00000,ko00002,ko03000,ko03036",-,-,-,"GyrI-like,HTH_18,HTH_AraC"
PPGIJJGB_00338,1448139.AI20_21075,2.63e-209,579.0,"COG0697@1|root,COG0697@2|Bacteria,1N024@1224|Proteobacteria,1S1KP@1236|Gammaproteobacteria,1Y4CN@135624|Aeromonadales",2|Bacteria,EG,EamA-like transporter family,ydeD,-,-,-,-,-,-,-,-,-,-,-,EamA
PPGIJJGB_00339,1448139.AI20_21080,2.18e-96,281.0,"COG3556@1|root,COG3556@2|Bacteria,1NID3@1224|Proteobacteria",2|Bacteria,S,Predicted membrane protein (DUF2214),-,-,-,ko:K08983,-,-,-,-,ko00000,-,-,-,DUF2214
PPGIJJGB_00340,1448139.AI20_21085,0.0,1061.0,"COG2199@1|root,COG4191@1|root,COG2199@2|Bacteria,COG4191@2|Bacteria,1P82T@1224|Proteobacteria,1S4H9@1236|Gammaproteobacteria,1Y60A@135624|Aeromonadales",2|Bacteria,T,Cache domain,-,-,2.7.7.65,"ko:K03406,ko:K17763,ko:K20958","ko02020,ko02030,ko05111,map02020,map02030,map05111",-,-,-,"ko00000,ko00001,ko01000,ko02035,ko03021",-,-,-,"CHASE4,GGDEF,HAMP,PAS,dCache_1"
PPGIJJGB_00341,1448139.AI20_21090,2.93e-157,441.0,"COG0560@1|root,COG0560@2|Bacteria,1RA1A@1224|Proteobacteria,1S21J@1236|Gammaproteobacteria,1Y5S6@135624|Aeromonadales",2|Bacteria,E,Hydrolase,YPO1315,-,-,-,-,-,-,-,-,-,-,-,HAD
PPGIJJGB_00342,1448139.AI20_21095,7.46e-234,644.0,"COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,1RMTS@1236|Gammaproteobacteria,1Y5D5@135624|Aeromonadales",2|Bacteria,P,Belongs to the ABC transporter superfamily,potA-1,"GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008144,GO:0008150,GO:0008324,GO:0008519,GO:0015075,GO:0015101,GO:0015203,GO:0015399,GO:0015405,GO:0015417,GO:0015489,GO:0015594,GO:0015595,GO:0015606,GO:0015695,GO:0015696,GO:0015846,GO:0015847,GO:0015848,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034220,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072488,GO:0097159,GO:0097367,GO:0098533,GO:0098655,GO:0098796,GO:0098797,GO:1901265,GO:1901363,GO:1902047,GO:1902494,GO:1902495,GO:1903711,GO:1904949,GO:1990351",3.6.3.30,"ko:K02010,ko:K02052","ko02010,ko02024,map02010,map02024","M00190,M00193",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.10,3.A.1.11",-,-,"ABC_tran,TOBE_2"
PPGIJJGB_00343,1448139.AI20_21100,1.38e-179,500.0,"COG1177@1|root,COG1177@2|Bacteria,1MV4A@1224|Proteobacteria,1RXZZ@1236|Gammaproteobacteria,1Y5BD@135624|Aeromonadales",2|Bacteria,P,ABC transporter,-,-,-,"ko:K02053,ko:K02054","ko02024,map02024",M00193,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.11,-,-,BPD_transp_1
PPGIJJGB_00344,1448139.AI20_21105,9.02e-201,557.0,"COG4132@1|root,COG4132@2|Bacteria,1NF20@1224|Proteobacteria,1RQAN@1236|Gammaproteobacteria,1Y51Q@135624|Aeromonadales",2|Bacteria,P,ABC transporter,-,-,-,ko:K02054,"ko02024,map02024",M00193,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.11,-,-,BPD_transp_1
PPGIJJGB_00345,1448139.AI20_21110,1.17e-210,580.0,"COG1524@1|root,COG1524@2|Bacteria,1MYH0@1224|Proteobacteria,1RNQJ@1236|Gammaproteobacteria,1Y5HM@135624|Aeromonadales",2|Bacteria,S,Type I phosphodiesterase / nucleotide pyrophosphatase,-,-,-,-,-,-,-,-,-,-,-,-,Phosphodiest
PPGIJJGB_00346,1448139.AI20_21115,1.49e-251,690.0,"COG1840@1|root,COG1840@2|Bacteria,1Q13Q@1224|Proteobacteria,1RWV9@1236|Gammaproteobacteria,1Y5C3@135624|Aeromonadales",2|Bacteria,P,Bacterial extracellular solute-binding protein,sbp,-,-,ko:K02055,"ko02024,map02024",M00193,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.11,-,-,SBP_bac_6
PPGIJJGB_00347,1448139.AI20_21120,4.79e-188,523.0,"COG2188@1|root,COG2188@2|Bacteria,1R4PN@1224|Proteobacteria,1RQ87@1236|Gammaproteobacteria,1Y5K8@135624|Aeromonadales",2|Bacteria,K,UTRA,-,-,-,ko:K03710,-,-,-,-,"ko00000,ko03000",-,-,-,"GntR,UTRA"
PPGIJJGB_00348,1448139.AI20_21125,2.32e-185,514.0,"COG3655@1|root,COG3655@2|Bacteria,1NC3B@1224|Proteobacteria,1SDIR@1236|Gammaproteobacteria",2|Bacteria,K,Transcriptional regulator,-,-,-,ko:K07727,-,-,-,-,"ko00000,ko03000",-,-,-,"DUF739,HTH_26,HTH_3"
PPGIJJGB_00349,380703.AHA_3980,1.08e-215,595.0,"COG0583@1|root,COG0583@2|Bacteria,1MZTA@1224|Proteobacteria,1RN7R@1236|Gammaproteobacteria,1Y5DR@135624|Aeromonadales",2|Bacteria,K,Transcriptional regulator,yhaJ,"GO:0001130,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009405,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031334,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043254,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044419,GO:0045893,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2000142,GO:2000144,GO:2001141",-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
PPGIJJGB_00351,1448139.AI20_21140,2.72e-171,477.0,"COG1741@1|root,COG1741@2|Bacteria,1MVSW@1224|Proteobacteria,1RNVS@1236|Gammaproteobacteria,1Y5PM@135624|Aeromonadales",2|Bacteria,S,Belongs to the pirin family,yhhW,"GO:0003674,GO:0003824,GO:0005488,GO:0008127,GO:0008150,GO:0008152,GO:0016491,GO:0016701,GO:0016702,GO:0043167,GO:0043169,GO:0046872,GO:0051213,GO:0055114",-,ko:K06911,-,-,-,-,ko00000,-,-,-,Pirin
PPGIJJGB_00352,1448139.AI20_21145,1.74e-83,247.0,"COG2259@1|root,COG2259@2|Bacteria,1MZVP@1224|Proteobacteria,1S8UI@1236|Gammaproteobacteria,1Y6B3@135624|Aeromonadales",2|Bacteria,S,DoxX,yqjF,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944",-,ko:K15977,-,-,-,-,ko00000,-,-,-,DoxX
PPGIJJGB_00353,1448139.AI20_21150,0.0,2164.0,"COG1330@1|root,COG1330@2|Bacteria,1MWTI@1224|Proteobacteria,1RNT0@1236|Gammaproteobacteria,1Y43M@135624|Aeromonadales",2|Bacteria,L,"A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit recognizes the wild- type Chi sequence, and when added to isolated RecB increases its ATP-dependent helicase processivity",recC,"GO:0000166,GO:0000724,GO:0000725,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0004518,GO:0004519,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006952,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0008854,GO:0009314,GO:0009338,GO:0009628,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016788,GO:0016796,GO:0016817,GO:0016818,GO:0016887,GO:0016895,GO:0017076,GO:0017111,GO:0030554,GO:0032392,GO:0032508,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044355,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0097159,GO:0097367,GO:0099046,GO:0140097,GO:1901265,GO:1901360,GO:1901363,GO:1902494",3.1.11.5,ko:K03583,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,Exonuc_V_gamma
PPGIJJGB_00354,1448139.AI20_21155,0.0,2297.0,"COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,1RPC6@1236|Gammaproteobacteria,1Y3QU@135624|Aeromonadales",2|Bacteria,L,"A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit contributes ATPase, 3'-5' helicase, exonuclease activity and loads RecA onto ssDNA",recB,"GO:0000166,GO:0000724,GO:0000725,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0004518,GO:0004519,GO:0004520,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006952,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0008854,GO:0009314,GO:0009338,GO:0009628,GO:0009987,GO:0015616,GO:0016043,GO:0016462,GO:0016787,GO:0016788,GO:0016796,GO:0016817,GO:0016818,GO:0016887,GO:0016895,GO:0017076,GO:0017111,GO:0030554,GO:0032392,GO:0032508,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044355,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0097159,GO:0097367,GO:0099046,GO:0140097,GO:1901265,GO:1901360,GO:1901363,GO:1902494","3.1.11.5,3.6.4.12","ko:K03582,ko:K16898","ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"PDDEXK_1,UvrD-helicase,UvrD_C"
PPGIJJGB_00355,1448139.AI20_21160,0.0,1294.0,"COG0507@1|root,COG0507@2|Bacteria,1MW43@1224|Proteobacteria,1RPA0@1236|Gammaproteobacteria,1Y3JN@135624|Aeromonadales",2|Bacteria,L,A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD,recD,"GO:0000166,GO:0000724,GO:0000725,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004386,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0008854,GO:0009338,GO:0009987,GO:0016462,GO:0016787,GO:0016788,GO:0016796,GO:0016817,GO:0016818,GO:0016887,GO:0016895,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043142,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901360,GO:1901363,GO:1902494",3.1.11.5,ko:K03581,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"AAA_19,AAA_30,UvrD_C_2,Viral_helicase1"
PPGIJJGB_00357,1448139.AI20_21165,1.34e-230,634.0,"COG0583@1|root,COG0583@2|Bacteria,1RG9S@1224|Proteobacteria,1S4W4@1236|Gammaproteobacteria,1Y6M2@135624|Aeromonadales",2|Bacteria,K,LysR substrate binding domain,-,-,-,ko:K03566,"ko02026,map02026",-,-,-,"ko00000,ko00001,ko03000",-,-,-,"HTH_1,LysR_substrate"
PPGIJJGB_00359,1448139.AI20_21175,3.5e-93,271.0,"COG0346@1|root,COG0346@2|Bacteria,1N0VU@1224|Proteobacteria,1S7C0@1236|Gammaproteobacteria,1Y642@135624|Aeromonadales",2|Bacteria,E,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,yyaH,-,4.4.1.5,"ko:K01759,ko:K03827","ko00620,map00620",-,R02530,"RC00004,RC00740","ko00000,ko00001,ko01000",-,-,-,"Glyoxalase,Glyoxalase_4"
PPGIJJGB_00360,1448139.AI20_21180,8.62e-198,551.0,"COG2207@1|root,COG2207@2|Bacteria,1NA3B@1224|Proteobacteria,1SYN5@1236|Gammaproteobacteria",2|Bacteria,K,"helix_turn_helix, arabinose operon control protein",-,-,-,-,-,-,-,-,-,-,-,-,"AraC_binding,HTH_18,HTH_AraC"
PPGIJJGB_00361,1448139.AI20_21185,8.22e-246,674.0,"COG2199@1|root,COG3706@2|Bacteria,1QJQR@1224|Proteobacteria,1RR97@1236|Gammaproteobacteria,1Y5WZ@135624|Aeromonadales",2|Bacteria,T,PAS fold,pleD_1,-,-,-,-,-,-,-,-,-,-,-,"GGDEF,PAS_3,PAS_4,Response_reg"
PPGIJJGB_00362,1448139.AI20_21190,1.81e-78,235.0,"28QGV@1|root,2ZCYX@2|Bacteria,1P6FE@1224|Proteobacteria,1STHY@1236|Gammaproteobacteria,1Y6A6@135624|Aeromonadales",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PPGIJJGB_00363,1448139.AI20_21195,1.51e-75,226.0,"294FR@1|root,2ZRVI@2|Bacteria,1PA4W@1224|Proteobacteria,1SVE5@1236|Gammaproteobacteria,1Y687@135624|Aeromonadales",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PPGIJJGB_00366,1448139.AI20_21210,1.55e-167,468.0,"COG0745@1|root,COG0745@2|Bacteria,1MY3D@1224|Proteobacteria,1RPKN@1236|Gammaproteobacteria,1Y3RH@135624|Aeromonadales",2|Bacteria,T,COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,ompR,-,-,ko:K02483,-,-,-,-,"ko00000,ko02022",-,-,-,"Response_reg,Trans_reg_C"
PPGIJJGB_00367,1448139.AI20_21215,0.0,888.0,"COG0642@1|root,COG2205@2|Bacteria,1MUAK@1224|Proteobacteria,1RPP2@1236|Gammaproteobacteria,1Y3M0@135624|Aeromonadales",2|Bacteria,T,Histidine kinase,-,-,-,-,-,-,-,-,-,-,-,-,"HAMP,HATPase_c,HisKA"
PPGIJJGB_00368,1448139.AI20_21220,0.0,928.0,"COG0834@1|root,COG2199@1|root,COG0834@2|Bacteria,COG2199@2|Bacteria,1RGCV@1224|Proteobacteria,1T48Z@1236|Gammaproteobacteria,1Y65B@135624|Aeromonadales",2|Bacteria,ET,"Bacterial extracellular solute-binding proteins, family 3",-,-,2.7.7.65,"ko:K02030,ko:K21021","ko02025,map02025",M00236,-,-,"ko00000,ko00001,ko00002,ko01000,ko02000",3.A.1.3,-,-,"GGDEF,HATPase_c,HisKA,Response_reg,SBP_bac_3"
PPGIJJGB_00369,1448139.AI20_21225,0.0,1311.0,"COG1629@1|root,COG4771@2|Bacteria,1MUC1@1224|Proteobacteria,1RNHR@1236|Gammaproteobacteria,1Y542@135624|Aeromonadales",2|Bacteria,P,Outer membrane protein beta-barrel family,irgA,"GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0008150,GO:0009279,GO:0009405,GO:0016020,GO:0016021,GO:0019867,GO:0030312,GO:0030313,GO:0031224,GO:0031975,GO:0042592,GO:0044419,GO:0044425,GO:0044462,GO:0044464,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0051704,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0065007,GO:0065008,GO:0071944,GO:0098771",-,ko:K16089,-,-,-,-,"ko00000,ko02000","1.B.14.1,1.B.14.10",-,-,"Plug,TonB_dep_Rec"
PPGIJJGB_00370,1448139.AI20_21230,1.59e-42,139.0,"COG1278@1|root,COG1278@2|Bacteria,1N6Q5@1224|Proteobacteria,1SCA7@1236|Gammaproteobacteria,1Y69C@135624|Aeromonadales",2|Bacteria,K,'Cold-shock' DNA-binding domain,cspA,"GO:0001072,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003723,GO:0003727,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009409,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031554,GO:0031564,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043242,GO:0043244,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0060567,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,ko:K03704,-,-,-,-,"ko00000,ko03000",-,-,-,CSD
PPGIJJGB_00371,1448139.AI20_21235,5.2e-51,162.0,"2ERSX@1|root,33JC4@2|Bacteria,1NQ73@1224|Proteobacteria,1SIRY@1236|Gammaproteobacteria",2|Bacteria,S,YjbD family (DUF3811),-,-,-,-,-,-,-,-,-,-,-,-,DUF3811
PPGIJJGB_00372,1448139.AI20_21240,5.63e-196,545.0,"COG0053@1|root,COG0053@2|Bacteria,1MUDS@1224|Proteobacteria,1RNS2@1236|Gammaproteobacteria,1Y61N@135624|Aeromonadales",2|Bacteria,P,Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family,-,-,-,-,-,-,-,-,-,-,-,-,"Cation_efflux,ZT_dimer"
PPGIJJGB_00374,1448139.AI20_21250,1.14e-175,490.0,"COG0834@1|root,COG0834@2|Bacteria,1MY7Y@1224|Proteobacteria,1RZHS@1236|Gammaproteobacteria",2|Bacteria,ET,ABC-type amino acid transport signal transduction systems periplasmic component domain,-,-,2.7.13.3,"ko:K02030,ko:K07679","ko02020,ko05133,map02020,map05133","M00236,M00477",-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02000,ko02022",3.A.1.3,-,-,SBP_bac_3
PPGIJJGB_00375,561229.Dd1591_0690,3.3e-151,445.0,"COG1403@1|root,COG3344@1|root,COG1403@2|Bacteria,COG3344@2|Bacteria,1MVI1@1224|Proteobacteria,1RQP7@1236|Gammaproteobacteria,2JERK@204037|Dickeya",2|Bacteria,L,PFAM RNA-directed DNA polymerase (Reverse transcriptase),-,-,2.7.7.49,"ko:K00986,ko:K20170","ko00760,ko01120,map00760,map01120",M00811,"R11175,R11177,R11178","RC00875,RC03023,RC03336","ko00000,ko00001,ko00002,ko01000",-,-,-,"GIIM,HNH,Intron_maturas2,RVT_1,RVT_N"
PPGIJJGB_00376,1524467.IV04_07605,2.07e-76,245.0,"COG1403@1|root,COG3344@1|root,COG1403@2|Bacteria,COG3344@2|Bacteria,1MVI1@1224|Proteobacteria,1RQP7@1236|Gammaproteobacteria,403YH@613|Serratia",2|Bacteria,L,Reverse transcriptase (RNA-dependent DNA polymerase),-,-,2.7.7.49,"ko:K00986,ko:K20170","ko00760,ko01120,map00760,map01120",M00811,"R11175,R11177,R11178","RC00875,RC03023,RC03336","ko00000,ko00001,ko00002,ko01000",-,-,-,"GIIM,HNH,Intron_maturas2,RVT_1,RVT_N"
PPGIJJGB_00377,561229.Dd1591_0690,3.18e-151,445.0,"COG1403@1|root,COG3344@1|root,COG1403@2|Bacteria,COG3344@2|Bacteria,1MVI1@1224|Proteobacteria,1RQP7@1236|Gammaproteobacteria,2JERK@204037|Dickeya",2|Bacteria,L,PFAM RNA-directed DNA polymerase (Reverse transcriptase),-,-,2.7.7.49,"ko:K00986,ko:K20170","ko00760,ko01120,map00760,map01120",M00811,"R11175,R11177,R11178","RC00875,RC03023,RC03336","ko00000,ko00001,ko00002,ko01000",-,-,-,"GIIM,HNH,Intron_maturas2,RVT_1,RVT_N"
PPGIJJGB_00378,1524467.IV04_07605,5.41e-83,264.0,"COG1403@1|root,COG3344@1|root,COG1403@2|Bacteria,COG3344@2|Bacteria,1MVI1@1224|Proteobacteria,1RQP7@1236|Gammaproteobacteria,403YH@613|Serratia",2|Bacteria,L,Reverse transcriptase (RNA-dependent DNA polymerase),-,-,2.7.7.49,"ko:K00986,ko:K20170","ko00760,ko01120,map00760,map01120",M00811,"R11175,R11177,R11178","RC00875,RC03023,RC03336","ko00000,ko00001,ko00002,ko01000",-,-,-,"GIIM,HNH,Intron_maturas2,RVT_1,RVT_N"
PPGIJJGB_00379,1448139.AI20_21300,4.08e-132,375.0,"COG0629@1|root,COG0629@2|Bacteria,1RCWT@1224|Proteobacteria,1S3WP@1236|Gammaproteobacteria,1Y4CE@135624|Aeromonadales",2|Bacteria,L,"Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism",ssb,"GO:0000725,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006281,GO:0006298,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008047,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0030234,GO:0031668,GO:0033554,GO:0034641,GO:0034645,GO:0042802,GO:0043085,GO:0043170,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050790,GO:0050896,GO:0051716,GO:0065007,GO:0065009,GO:0071496,GO:0071704,GO:0090304,GO:0097159,GO:0098772,GO:1901360,GO:1901363,GO:1901576",-,ko:K03111,"ko03030,ko03430,ko03440,map03030,map03430,map03440",-,-,-,"ko00000,ko00001,ko03029,ko03032,ko03400",-,-,-,SSB
